"year","zone","destination","method","mean"
"2007","S01002198","Chemists And Pharmacies","Car","0.6"
"2007","S01002198","Nursery","Car","0.7"
"2007","S01002198","Further Education Establishment","Car","12.4"
"2009","S01002198","Nursery","Car","0.2"
"2003","S01002198","Petrol Station","Car","1.5"
"2007","S01002198","Petrol Station","Car","1.5"
"2009","S01002198","Petrol Station","Car","0.7"
"2012","S01002198","Petrol Station","Car","4.3"
"2006","S01002198","Petrol Station","Car","1.5"
"2009","S01002198","Further Education Establishment","Car","1.6"
"2009","S01002198","Police Station","Car","1.1"
"2007","S01002198","Police Station","Car","2.8"
"2009","S01002198","Post Office","Car","0.4"
"2007","S01002198","Post Office","Car","1.1"
"2006","S01002198","Post Office","Car","1.1"
"2009","S01002198","Bank Or Building Society","Car","0.9"
"2009","S01002198","General Store","Car","0.1"
"2003","S01002198","Post Office","Car","1.2"
"2009","S01002198","Cash Machine","Public Transport",16
"2009","S01002198","Citizens Advice Bureau","Public Transport","34.9"
"2009","S01002198","Chemists And Pharmacies","Public Transport","3.6"
"2009","S01002198","Further Education Establishment","Public Transport",8
"2009","S01002198","General Store","Public Transport","1.5"
"2006","S01002198","GP","Public Transport","3.8"
"2012","S01002198","GP","Public Transport","4.6"
"2009","S01002198","GP","Public Transport","4.5"
"2009","S01002198","Higher Education Establishment","Public Transport",8
"2009","S01002198","Jobcentre Plus","Public Transport","10.5"
"2009","S01002198","Library","Public Transport","8.9"
"2009","S01002198","Nursery","Public Transport","2.1"
"2009","S01002198","Police Station","Public Transport","8.6"
"2012","S01002198","Post Office","Public Transport",4
"2009","S01002198","Post Office","Public Transport","4.2"
"2006","S01002198","Post Office","Public Transport","3.7"
"2012","S01002198","Shopping Facilities","Public Transport","5.3"
"2009","S01002198","Shopping Facilities","Public Transport","4.4"
"2006","S01002198","Shopping Facilities","Public Transport","0.9"
"2009","S01002198","Banks And Building Societies","Public Transport","7.1"
"2007","S01002199","General Store","Car","0.5"
"2012","S01002199","Post Office","Car","2.5"
"2006","S01002199","Primary School","Car","0.9"
"2007","S01002199","Primary School","Car",1
"2009","S01002199","Primary School","Car","0.4"
"2012","S01002199","Primary School","Car","2.3"
"2003","S01002199","Primary School","Car","1.5"
"2012","S01002199","Secondary School","Car","1.9"
"2007","S01002199","Secondary School","Car","1.3"
"2006","S01002199","Secondary School","Car","1.3"
"2009","S01002199","Secondary School","Car","0.3"
"2007","S01002199","Bank Or Building Society","Car",1
"2012","S01002199","Shopping Facilities","Car",3
"2003","S01002199","GP","Car","2.2"
"2007","S01002199","Citizens Advice Bureau","Car","2.3"
"2007","S01002199","Shopping Facilities","Car","0.6"
"2006","S01002199","Shopping Facilities","Car","0.6"
"2009","S01002199","Shopping Facilities","Car","0.7"
"2003","S01002199","Supermarket","Car","1.2"
"2006","S01002199","GP","Car","1.3"
"2012","S01002199","GP","Car","2.6"
"2007","S01002199","GP","Car","1.3"
"2009","S01002199","Citizens Advice Bureau","Car",1
"2007","S01002199","Cash Machine","Car","0.6"
"2009","S01002199","GP","Car","0.6"
"2007","S01002199","Higher Education Establishment","Car","3.4"
"2009","S01002199","Chemists And Pharmacies","Car","0.2"
"2009","S01002199","Higher Education Establishment","Car","1.2"
"2009","S01002199","Jobcentre Plus","Car","0.9"
"2009","S01002199","Cash Machine","Car","0.3"
"2007","S01002199","Jobcentre Plus","Car","2.2"
"2009","S01002199","Library","Car","0.8"
"2007","S01002199","Library","Car","1.8"
"2007","S01002199","Chemists And Pharmacies","Car","0.6"
"2007","S01002199","Nursery","Car","0.5"
"2007","S01002199","Further Education Establishment","Car",12
"2009","S01002199","Nursery","Car","0.1"
"2003","S01002199","Petrol Station","Car","2.6"
"2007","S01002199","Petrol Station","Car","1.3"
"2009","S01002199","Petrol Station","Car","0.6"
"2012","S01002199","Petrol Station","Car","2.4"
"2006","S01002199","Petrol Station","Car","1.3"
"2009","S01002199","Further Education Establishment","Car","1.2"
"2009","S01002199","Police Station","Car","0.4"
"2007","S01002199","Police Station","Car",1
"2009","S01002199","Post Office","Car","0.5"
"2007","S01002199","Post Office","Car","1.2"
"2006","S01002199","Post Office","Car","1.2"
"2009","S01002199","Bank Or Building Society","Car","0.4"
"2009","S01002199","General Store","Car","0.2"
"2003","S01002199","Post Office","Car","1.2"
"2009","S01002199","Cash Machine","Public Transport","16.7"
"2009","S01002199","Citizens Advice Bureau","Public Transport","31.7"
"2009","S01002199","Chemists And Pharmacies","Public Transport","4.2"
"2009","S01002199","Further Education Establishment","Public Transport",9
"2009","S01002199","General Store","Public Transport","1.9"
"2006","S01002199","GP","Public Transport",5
"2012","S01002199","GP","Public Transport","6.1"
"2009","S01002199","GP","Public Transport","5.9"
"2009","S01002199","Higher Education Establishment","Public Transport","11.4"
"2009","S01002199","Jobcentre Plus","Public Transport","9.1"
"2009","S01002199","Library","Public Transport","8.6"
"2009","S01002199","Nursery","Public Transport","1.7"
"2009","S01002199","Police Station","Public Transport",4
"2012","S01002199","Post Office","Public Transport","5.9"
"2009","S01002199","Post Office","Public Transport","5.7"
"2006","S01002199","Post Office","Public Transport","5.6"
"2012","S01002199","Shopping Facilities","Public Transport","7.7"
"2009","S01002199","Shopping Facilities","Public Transport","7.2"
"2006","S01002199","Shopping Facilities","Public Transport","2.2"
"2009","S01002199","Banks And Building Societies","Public Transport","3.9"
"2007","S01002200","General Store","Car","8.6"
"2012","S01002200","Post Office","Car","3.2"
"2006","S01002200","Primary School","Car","1.9"
"2007","S01002200","Primary School","Car","1.9"
"2009","S01002200","Primary School","Car","0.7"
"2012","S01002200","Primary School","Car","3.1"
"2003","S01002200","Primary School","Car","2.1"
"2012","S01002200","Secondary School","Car","5.1"
"2007","S01002200","Secondary School","Car","5.5"
"2006","S01002200","Secondary School","Car","5.5"
"2009","S01002200","Secondary School","Car","1.6"
"2007","S01002200","Bank Or Building Society","Car","1.9"
"2012","S01002200","Shopping Facilities","Car","3.6"
"2003","S01002200","GP","Car",2
"2007","S01002200","Citizens Advice Bureau","Car","5.7"
"2007","S01002200","Shopping Facilities","Car","2.6"
"2006","S01002200","Shopping Facilities","Car","2.6"
"2009","S01002200","Shopping Facilities","Car","1.2"
"2003","S01002200","Supermarket","Car","3.1"
"2006","S01002200","GP","Car","1.5"
"2012","S01002200","GP","Car",2
"2007","S01002200","GP","Car","1.5"
"2009","S01002200","Citizens Advice Bureau","Car","2.4"
"2007","S01002200","Cash Machine","Car","1.9"
"2009","S01002200","GP","Car","0.7"
"2007","S01002200","Higher Education Establishment","Car","5.8"
"2009","S01002200","Chemists And Pharmacies","Car","0.8"
"2009","S01002200","Higher Education Establishment","Car",2
"2009","S01002200","Jobcentre Plus","Car","3.6"
"2009","S01002200","Cash Machine","Car","0.8"
"2007","S01002200","Jobcentre Plus","Car",11
"2009","S01002200","Library","Car","0.7"
"2007","S01002200","Library","Car","1.9"
"2007","S01002200","Chemists And Pharmacies","Car","2.1"
"2007","S01002200","Nursery","Car","2.5"
"2007","S01002200","Further Education Establishment","Car","8.6"
"2009","S01002200","Nursery","Car",1
"2003","S01002200","Petrol Station","Car","2.9"
"2007","S01002200","Petrol Station","Car","4.4"
"2009","S01002200","Petrol Station","Car","1.6"
"2012","S01002200","Petrol Station","Car","4.1"
"2006","S01002200","Petrol Station","Car","4.4"
"2009","S01002200","Further Education Establishment","Car","3.5"
"2009","S01002200","Police Station","Car","2.2"
"2007","S01002200","Police Station","Car","5.5"
"2009","S01002200","Post Office","Car",1
"2007","S01002200","Post Office","Car","2.7"
"2006","S01002200","Post Office","Car","2.7"
"2009","S01002200","Bank Or Building Society","Car","0.8"
"2009","S01002200","General Store","Car","1.9"
"2003","S01002200","Post Office","Car","2.3"
"2009","S01002200","Cash Machine","Public Transport",22
"2009","S01002200","Citizens Advice Bureau","Public Transport","37.5"
"2009","S01002200","Chemists And Pharmacies","Public Transport","8.4"
"2009","S01002200","Further Education Establishment","Public Transport","17.6"
"2009","S01002200","General Store","Public Transport","13.4"
"2006","S01002200","GP","Public Transport","5.9"
"2012","S01002200","GP","Public Transport","5.8"
"2009","S01002200","GP","Public Transport","6.4"
"2009","S01002200","Higher Education Establishment","Public Transport","15.9"
"2009","S01002200","Jobcentre Plus","Public Transport","21.9"
"2009","S01002200","Library","Public Transport",7
"2009","S01002200","Nursery","Public Transport","9.1"
"2009","S01002200","Police Station","Public Transport","14.2"
"2012","S01002200","Post Office","Public Transport","8.8"
"2009","S01002200","Post Office","Public Transport","8.4"
"2006","S01002200","Post Office","Public Transport","8.1"
"2012","S01002200","Shopping Facilities","Public Transport","9.6"
"2009","S01002200","Shopping Facilities","Public Transport",9
"2006","S01002200","Shopping Facilities","Public Transport","8.7"
"2009","S01002200","Banks And Building Societies","Public Transport","7.8"
"2007","S01002201","Cash Machine","Car","0.5"
"2009","S01002201","Cash Machine","Car","0.2"
"2009","S01002201","Cash Machine","Public Transport","16.5"
"2007","S01002201","Bank Or Building Society","Car","0.8"
"2009","S01002201","Bank Or Building Society","Car","0.3"
"2007","S01002201","Citizens Advice Bureau","Car","0.9"
"2009","S01002201","Citizens Advice Bureau","Public Transport","28.2"
"2009","S01002201","Citizens Advice Bureau","Car","0.3"
"2007","S01002201","Chemists And Pharmacies","Car","0.7"
"2009","S01002201","Chemists And Pharmacies","Public Transport","4.4"
"2009","S01002201","Chemists And Pharmacies","Car","0.2"
"2009","S01002201","Further Education Establishment","Public Transport","7.3"
"2007","S01002201","Further Education Establishment","Car",11
"2009","S01002201","Further Education Establishment","Car","0.9"
"2009","S01002201","General Store","Car","0.5"
"2009","S01002201","General Store","Public Transport","5.1"
"2007","S01002201","General Store","Car","2.1"
"2012","S01002201","GP","Public Transport","3.9"
"2009","S01002201","GP","Car","0.4"
"2007","S01002201","GP","Car","0.8"
"2009","S01002201","GP","Public Transport","3.8"
"2012","S01002201","GP","Car","2.2"
"2003","S01002201","GP","Car","1.9"
"2006","S01002201","GP","Car","0.8"
"2006","S01002201","GP","Public Transport",5
"2009","S01002201","Higher Education Establishment","Public Transport","11.1"
"2007","S01002201","Higher Education Establishment","Car","3.5"
"2009","S01002201","Higher Education Establishment","Car","1.6"
"2009","S01002201","Jobcentre Plus","Car","1.4"
"2007","S01002201","Jobcentre Plus","Car","3.3"
"2009","S01002201","Jobcentre Plus","Public Transport","12.1"
"2007","S01002201","Library","Car","1.3"
"2009","S01002201","Library","Car","0.6"
"2009","S01002201","Library","Public Transport","6.2"
"2007","S01002201","Nursery","Car","1.5"
"2009","S01002201","Nursery","Public Transport","6.2"
"2009","S01002201","Nursery","Car","0.6"
"2007","S01002201","Petrol Station","Car","1.4"
"2006","S01002201","Petrol Station","Car","1.4"
"2003","S01002201","Petrol Station","Car","2.2"
"2012","S01002201","Petrol Station","Car",2
"2009","S01002201","Petrol Station","Car","0.6"
"2009","S01002201","Police Station","Car","1.4"
"2007","S01002201","Police Station","Car","3.2"
"2009","S01002201","Police Station","Public Transport","11.2"
"2009","S01002201","Post Office","Car","0.5"
"2012","S01002201","Post Office","Car","1.9"
"2003","S01002201","Post Office","Car","1.7"
"2006","S01002201","Post Office","Car","1.1"
"2007","S01002201","Post Office","Car","1.1"
"2006","S01002201","Post Office","Public Transport","3.7"
"2012","S01002201","Post Office","Public Transport","4.4"
"2009","S01002201","Post Office","Public Transport","4.7"
"2006","S01002201","Primary School","Car","1.5"
"2007","S01002201","Primary School","Car","1.4"
"2003","S01002201","Primary School","Car","2.4"
"2012","S01002201","Primary School","Car","2.7"
"2009","S01002201","Primary School","Car","0.6"
"2012","S01002201","Secondary School","Car","2.8"
"2009","S01002201","Secondary School","Car",1
"2006","S01002201","Secondary School","Car",3
"2007","S01002201","Secondary School","Car","2.8"
"2007","S01002201","Shopping Facilities","Car","0.9"
"2009","S01002201","Shopping Facilities","Car","0.9"
"2012","S01002201","Shopping Facilities","Public Transport","7.6"
"2006","S01002201","Shopping Facilities","Public Transport","2.3"
"2006","S01002201","Shopping Facilities","Car","0.9"
"2012","S01002201","Shopping Facilities","Car","3.6"
"2009","S01002201","Shopping Facilities","Public Transport","7.4"
"2003","S01002201","Supermarket","Car","2.6"
"2009","S01002201","Banks And Building Societies","Public Transport","2.8"
"2007","S01002202","General Store","Car","0.8"
"2012","S01002202","Post Office","Car","1.7"
"2006","S01002202","Primary School","Car","0.9"
"2007","S01002202","Primary School","Car","0.9"
"2009","S01002202","Primary School","Car","0.3"
"2012","S01002202","Primary School","Car","1.7"
"2003","S01002202","Primary School","Car","1.3"
"2012","S01002202","Secondary School","Car","2.3"
"2007","S01002202","Secondary School","Car","1.6"
"2006","S01002202","Secondary School","Car","1.6"
"2009","S01002202","Secondary School","Car","0.5"
"2007","S01002202","Bank Or Building Society","Car","0.5"
"2012","S01002202","Shopping Facilities","Car",2
"2003","S01002202","GP","Car","1.4"
"2007","S01002202","Citizens Advice Bureau","Car",3
"2007","S01002202","Shopping Facilities","Car","0.3"
"2006","S01002202","Shopping Facilities","Car","0.3"
"2009","S01002202","Shopping Facilities","Car","0.3"
"2003","S01002202","Supermarket","Car","1.7"
"2006","S01002202","GP","Car","0.7"
"2012","S01002202","GP","Car","2.1"
"2007","S01002202","GP","Car","0.7"
"2009","S01002202","Citizens Advice Bureau","Car","1.3"
"2007","S01002202","Cash Machine","Car","0.6"
"2009","S01002202","GP","Car","0.3"
"2007","S01002202","Higher Education Establishment","Car","3.3"
"2009","S01002202","Chemists And Pharmacies","Car","0.3"
"2009","S01002202","Higher Education Establishment","Car","1.1"
"2009","S01002202","Jobcentre Plus","Car","0.8"
"2009","S01002202","Cash Machine","Car","0.2"
"2007","S01002202","Jobcentre Plus","Car","2.1"
"2009","S01002202","Library","Car","0.4"
"2007","S01002202","Library","Car",1
"2007","S01002202","Chemists And Pharmacies","Car","0.6"
"2007","S01002202","Nursery","Car","0.8"
"2007","S01002202","Further Education Establishment","Car","12.8"
"2009","S01002202","Nursery","Car","0.3"
"2003","S01002202","Petrol Station","Car","1.9"
"2007","S01002202","Petrol Station","Car","2.1"
