"year","zone","destination","method","mean"
"2006","S01002075","GP","Car","1.6"
"2012","S01002075","GP","Car","4.1"
"2007","S01002075","GP","Car","1.6"
"2009","S01002075","Citizens Advice Bureau","Car","1.7"
"2007","S01002075","Cash Machine","Car","0.6"
"2009","S01002075","GP","Car","0.6"
"2007","S01002075","Higher Education Establishment","Car","4.5"
"2009","S01002075","Chemists And Pharmacies","Car","0.2"
"2009","S01002075","Higher Education Establishment","Car","1.6"
"2009","S01002075","Jobcentre Plus","Car","1.8"
"2009","S01002075","Cash Machine","Car","0.2"
"2007","S01002075","Jobcentre Plus","Car",5
"2009","S01002075","Library","Car","1.6"
"2007","S01002075","Library","Car","3.9"
"2007","S01002075","Chemists And Pharmacies","Car","0.7"
"2007","S01002075","Nursery","Car","1.2"
"2007","S01002075","Further Education Establishment","Car","12.1"
"2009","S01002075","Nursery","Car","0.4"
"2003","S01002075","Petrol Station","Car","3.5"
"2007","S01002075","Petrol Station","Car","3.3"
"2009","S01002075","Petrol Station","Car","1.4"
"2012","S01002075","Petrol Station","Car","2.8"
"2006","S01002075","Petrol Station","Car","2.4"
"2009","S01002075","Further Education Establishment","Car","0.9"
"2009","S01002075","Police Station","Car","1.1"
"2007","S01002075","Police Station","Car","3.3"
"2009","S01002075","Post Office","Car",1
"2007","S01002075","Post Office","Car","3.1"
"2006","S01002075","Post Office","Car","3.1"
"2009","S01002075","Bank Or Building Society","Car","0.2"
"2009","S01002075","General Store","Car","0.8"
"2003","S01002075","Post Office","Car","1.9"
"2009","S01002075","Cash Machine","Public Transport","13.3"
"2009","S01002075","Citizens Advice Bureau","Public Transport","32.4"
"2009","S01002075","Chemists And Pharmacies","Public Transport","7.1"
"2009","S01002075","Further Education Establishment","Public Transport","10.8"
"2009","S01002075","General Store","Public Transport","6.5"
"2006","S01002075","GP","Public Transport","6.5"
"2012","S01002075","GP","Public Transport","8.5"
"2009","S01002075","GP","Public Transport",6
"2009","S01002075","Higher Education Establishment","Public Transport","11.9"
"2009","S01002075","Jobcentre Plus","Public Transport","14.1"
"2009","S01002075","Library","Public Transport","11.6"
"2009","S01002075","Nursery","Public Transport","4.8"
"2009","S01002075","Police Station","Public Transport","8.4"
"2012","S01002075","Post Office","Public Transport","8.3"
"2009","S01002075","Post Office","Public Transport","7.9"
"2006","S01002075","Post Office","Public Transport","9.8"
"2012","S01002075","Shopping Facilities","Public Transport","2.3"
"2009","S01002075","Shopping Facilities","Public Transport","6.3"
"2006","S01002075","Shopping Facilities","Public Transport","1.4"
"2009","S01002075","Banks And Building Societies","Public Transport","2.1"
"2007","S01002076","General Store","Car","1.2"
"2012","S01002076","Post Office","Car","1.7"
"2006","S01002076","Primary School","Car","1.2"
"2007","S01002076","Primary School","Car","1.1"
"2009","S01002076","Primary School","Car","0.3"
"2012","S01002076","Primary School","Car","2.6"
"2003","S01002076","Primary School","Car","1.5"
"2012","S01002076","Secondary School","Car","1.9"
"2007","S01002076","Secondary School","Car","1.4"
"2006","S01002076","Secondary School","Car","1.3"
"2009","S01002076","Secondary School","Car","0.4"
"2007","S01002076","Bank Or Building Society","Car","0.7"
"2012","S01002076","Shopping Facilities","Car","2.1"
"2003","S01002076","GP","Car","1.2"
"2007","S01002076","Citizens Advice Bureau","Car","3.4"
"2007","S01002076","Shopping Facilities","Car","0.5"
"2006","S01002076","Shopping Facilities","Car","0.6"
"2009","S01002076","Shopping Facilities","Car","0.3"
"2003","S01002076","Supermarket","Car","0.9"
"2006","S01002076","GP","Car","0.6"
"2012","S01002076","GP","Car","3.4"
"2007","S01002076","GP","Car","0.6"
"2009","S01002076","Citizens Advice Bureau","Car","1.4"
"2007","S01002076","Cash Machine","Car","0.5"
"2009","S01002076","GP","Car","0.2"
"2007","S01002076","Higher Education Establishment","Car","1.2"
"2009","S01002076","Chemists And Pharmacies","Car","0.2"
"2009","S01002076","Higher Education Establishment","Car","0.4"
"2009","S01002076","Jobcentre Plus","Car","0.3"
"2009","S01002076","Cash Machine","Car","0.2"
"2007","S01002076","Jobcentre Plus","Car","0.9"
"2009","S01002076","Library","Car","1.1"
"2007","S01002076","Library","Car","2.8"
"2007","S01002076","Chemists And Pharmacies","Car","0.4"
"2007","S01002076","Nursery","Car","0.8"
"2007","S01002076","Further Education Establishment","Car","13.1"
"2009","S01002076","Nursery","Car","0.3"
"2003","S01002076","Petrol Station","Car","2.2"
"2007","S01002076","Petrol Station","Car","1.8"
"2009","S01002076","Petrol Station","Car","0.6"
"2012","S01002076","Petrol Station","Car","2.7"
"2006","S01002076","Petrol Station","Car","1.8"
"2009","S01002076","Further Education Establishment","Car","1.2"
"2009","S01002076","Police Station","Car","0.9"
"2007","S01002076","Police Station","Car","2.4"
"2009","S01002076","Post Office","Car","0.2"
"2007","S01002076","Post Office","Car","0.6"
"2006","S01002076","Post Office","Car","0.6"
"2009","S01002076","Bank Or Building Society","Car","0.2"
"2009","S01002076","General Store","Car","0.3"
"2003","S01002076","Post Office","Car","1.2"
"2009","S01002076","Cash Machine","Public Transport","15.7"
"2009","S01002076","Citizens Advice Bureau","Public Transport","31.5"
"2009","S01002076","Chemists And Pharmacies","Public Transport","6.3"
"2009","S01002076","Further Education Establishment","Public Transport","9.6"
"2009","S01002076","General Store","Public Transport","2.9"
"2006","S01002076","GP","Public Transport","1.9"
"2012","S01002076","GP","Public Transport","2.5"
"2009","S01002076","GP","Public Transport","2.3"
"2009","S01002076","Higher Education Establishment","Public Transport","4.4"
"2009","S01002076","Jobcentre Plus","Public Transport","3.8"
"2009","S01002076","Library","Public Transport","7.9"
"2009","S01002076","Nursery","Public Transport","3.4"
"2009","S01002076","Police Station","Public Transport","9.7"
"2012","S01002076","Post Office","Public Transport",2
"2009","S01002076","Post Office","Public Transport","2.1"
"2006","S01002076","Post Office","Public Transport","3.4"
"2012","S01002076","Shopping Facilities","Public Transport","2.9"
"2009","S01002076","Shopping Facilities","Public Transport","3.7"
"2006","S01002076","Shopping Facilities","Public Transport","2.1"
"2009","S01002076","Banks And Building Societies","Public Transport","2.5"
"2007","S01002077","General Store","Car",8
"2012","S01002077","Post Office","Car","4.1"
"2006","S01002077","Primary School","Car",4
"2007","S01002077","Primary School","Car",4
"2009","S01002077","Primary School","Car","1.3"
"2012","S01002077","Primary School","Car","7.8"
"2003","S01002077","Primary School","Car","4.2"
"2012","S01002077","Secondary School","Car","3.9"
"2007","S01002077","Secondary School","Car","2.1"
"2006","S01002077","Secondary School","Car","2.1"
"2009","S01002077","Secondary School","Car","0.4"
"2007","S01002077","Bank Or Building Society","Car","2.5"
"2012","S01002077","Shopping Facilities","Car","3.7"
"2003","S01002077","GP","Car","3.4"
"2007","S01002077","Citizens Advice Bureau","Car","13.6"
"2007","S01002077","Shopping Facilities","Car","2.7"
"2006","S01002077","Shopping Facilities","Car","2.7"
"2009","S01002077","Shopping Facilities","Car","0.9"
"2003","S01002077","Supermarket","Car","2.9"
"2006","S01002077","GP","Car","3.5"
"2012","S01002077","GP","Car","5.3"
"2007","S01002077","GP","Car","3.5"
"2009","S01002077","Citizens Advice Bureau","Car","4.7"
"2007","S01002077","Cash Machine","Car","1.6"
"2009","S01002077","GP","Car","1.2"
"2007","S01002077","Higher Education Establishment","Car","6.8"
"2009","S01002077","Chemists And Pharmacies","Car","0.9"
"2009","S01002077","Higher Education Establishment","Car","2.6"
"2009","S01002077","Jobcentre Plus","Car","3.8"
"2009","S01002077","Cash Machine","Car","0.6"
"2007","S01002077","Jobcentre Plus","Car","8.8"
"2009","S01002077","Library","Car","1.7"
"2007","S01002077","Library","Car","4.6"
"2007","S01002077","Chemists And Pharmacies","Car","2.7"
"2007","S01002077","Nursery","Car","1.5"
"2007","S01002077","Further Education Establishment","Car","9.1"
"2009","S01002077","Nursery","Car","0.5"
"2003","S01002077","Petrol Station","Car",2
"2007","S01002077","Petrol Station","Car","1.5"
"2009","S01002077","Petrol Station","Car","0.6"
"2012","S01002077","Petrol Station","Car","2.6"
"2006","S01002077","Petrol Station","Car","1.5"
"2009","S01002077","Further Education Establishment","Car","3.1"
"2009","S01002077","Police Station","Car","1.1"
"2007","S01002077","Police Station","Car","3.1"
"2009","S01002077","Post Office","Car",1
"2007","S01002077","Post Office","Car","2.9"
"2006","S01002077","Post Office","Car","2.9"
"2009","S01002077","Bank Or Building Society","Car","0.8"
"2009","S01002077","General Store","Car","1.8"
"2003","S01002077","Post Office","Car","2.9"
"2009","S01002077","Cash Machine","Public Transport","17.9"
"2009","S01002077","Citizens Advice Bureau","Public Transport","44.4"
"2009","S01002077","Chemists And Pharmacies","Public Transport","11.3"
"2009","S01002077","Further Education Establishment","Public Transport","20.9"
"2009","S01002077","General Store","Public Transport","12.6"
"2006","S01002077","GP","Public Transport","10.8"
"2012","S01002077","GP","Public Transport",10
"2009","S01002077","GP","Public Transport","10.9"
"2009","S01002077","Higher Education Establishment","Public Transport",21
"2009","S01002077","Jobcentre Plus","Public Transport","22.2"
"2009","S01002077","Library","Public Transport","11.2"
"2009","S01002077","Nursery","Public Transport","5.2"
"2009","S01002077","Police Station","Public Transport",10
"2012","S01002077","Post Office","Public Transport","8.3"
"2009","S01002077","Post Office","Public Transport","7.5"
"2006","S01002077","Post Office","Public Transport","12.8"
"2012","S01002077","Shopping Facilities","Public Transport","7.9"
"2009","S01002077","Shopping Facilities","Public Transport","8.9"
"2006","S01002077","Shopping Facilities","Public Transport","9.2"
"2009","S01002077","Banks And Building Societies","Public Transport","7.4"
"2007","S01002078","General Store","Car","7.8"
"2012","S01002078","Post Office","Car",5
"2006","S01002078","Primary School","Car","4.8"
"2007","S01002078","Primary School","Car","4.8"
"2009","S01002078","Primary School","Car","2.2"
"2012","S01002078","Primary School","Car","8.3"
"2003","S01002078","Primary School","Car","5.6"
"2012","S01002078","Secondary School","Car",5
"2007","S01002078","Secondary School","Car","3.9"
"2006","S01002078","Secondary School","Car","4.1"
"2009","S01002078","Secondary School","Car","1.5"
"2007","S01002078","Bank Or Building Society","Car","2.8"
"2012","S01002078","Shopping Facilities","Car","3.8"
"2003","S01002078","GP","Car","5.2"
"2007","S01002078","Citizens Advice Bureau","Car","13.6"
"2007","S01002078","Shopping Facilities","Car","4.5"
"2006","S01002078","Shopping Facilities","Car","4.5"
"2009","S01002078","Shopping Facilities","Car","1.3"
"2003","S01002078","Supermarket","Car","3.5"
"2006","S01002078","GP","Car","4.5"
"2012","S01002078","GP","Car","6.3"
"2007","S01002078","GP","Car","4.5"
"2009","S01002078","Citizens Advice Bureau","Car","5.6"
"2007","S01002078","Cash Machine","Car","1.2"
"2009","S01002078","GP","Car","2.1"
"2007","S01002078","Higher Education Establishment","Car",8
"2009","S01002078","Chemists And Pharmacies","Car","1.4"
"2009","S01002078","Higher Education Establishment","Car","3.5"
"2009","S01002078","Jobcentre Plus","Car","3.9"
"2009","S01002078","Cash Machine","Car","0.7"
"2007","S01002078","Jobcentre Plus","Car","7.6"
"2009","S01002078","Library","Car","2.6"
"2007","S01002078","Library","Car",6
"2007","S01002078","Chemists And Pharmacies","Car","2.9"
"2007","S01002078","Nursery","Car","2.8"
"2007","S01002078","Further Education Establishment","Car","9.4"
"2009","S01002078","Nursery","Car","1.1"
"2003","S01002078","Petrol Station","Car","2.8"
"2007","S01002078","Petrol Station","Car","1.8"
"2009","S01002078","Petrol Station","Car","1.1"
"2012","S01002078","Petrol Station","Car","2.7"
"2006","S01002078","Petrol Station","Car","1.8"
"2009","S01002078","Further Education Establishment","Car","3.8"
"2009","S01002078","Police Station","Car","2.1"
"2007","S01002078","Police Station","Car","4.4"
"2009","S01002078","Post Office","Car","1.8"
"2007","S01002078","Post Office","Car",4
"2006","S01002078","Post Office","Car",4
"2009","S01002078","Bank Or Building Society","Car","1.3"
"2009","S01002078","General Store","Car","1.9"
"2003","S01002078","Post Office","Car","4.5"
"2009","S01002078","Cash Machine","Public Transport","19.3"
"2009","S01002078","Citizens Advice Bureau","Public Transport","49.3"
"2009","S01002078","Chemists And Pharmacies","Public Transport","14.6"
"2009","S01002078","Further Education Establishment","Public Transport","22.8"
"2009","S01002078","General Store","Public Transport","13.8"
"2006","S01002078","GP","Public Transport","9.8"
"2012","S01002078","GP","Public Transport","13.2"
"2009","S01002078","GP","Public Transport","14.8"
"2009","S01002078","Higher Education Establishment","Public Transport","22.6"
"2009","S01002078","Jobcentre Plus","Public Transport","24.2"
"2009","S01002078","Library","Public Transport","15.4"
"2009","S01002078","Nursery","Public Transport","8.2"
"2009","S01002078","Police Station","Public Transport","14.7"
"2012","S01002078","Post Office","Public Transport","11.5"
"2009","S01002078","Post Office","Public Transport","12.4"
"2006","S01002078","Post Office","Public Transport","11.7"
"2012","S01002078","Shopping Facilities","Public Transport",10
"2009","S01002078","Shopping Facilities","Public Transport","11.5"
"2006","S01002078","Shopping Facilities","Public Transport",14
"2009","S01002078","Banks And Building Societies","Public Transport",11
"2007","S01002079","General Store","Car","0.9"
"2012","S01002079","Post Office","Car","2.4"
"2006","S01002079","Primary School","Car","1.1"
"2007","S01002079","Primary School","Car","1.2"
"2009","S01002079","Primary School","Car","0.5"
"2012","S01002079","Primary School","Car","3.2"
"2003","S01002079","Primary School","Car","3.6"
"2012","S01002079","Secondary School","Car","3.1"
"2007","S01002079","Secondary School","Car","2.8"
"2006","S01002079","Secondary School","Car","2.8"
"2009","S01002079","Secondary School","Car",1
"2007","S01002079","Bank Or Building Society","Car","1.2"
"2012","S01002079","Shopping Facilities","Car","2.7"
"2003","S01002079","GP","Car","3.3"
"2007","S01002079","Citizens Advice Bureau","Car","2.3"
"2007","S01002079","Shopping Facilities","Car","0.4"
"2006","S01002079","Shopping Facilities","Car","0.4"
"2009","S01002079","Shopping Facilities","Car","0.5"
"2003","S01002079","Supermarket","Car","2.6"
"2006","S01002079","GP","Car","1.4"
"2012","S01002079","GP","Car","3.9"
"2007","S01002079","GP","Car","1.4"
"2009","S01002079","Citizens Advice Bureau","Car","0.9"
"2007","S01002079","Cash Machine","Car","0.6"
"2009","S01002079","GP","Car","0.5"
"2007","S01002079","Higher Education Establishment","Car","2.4"
"2009","S01002079","Chemists And Pharmacies","Car","0.5"
"2009","S01002079","Higher Education Establishment","Car",1
"2009","S01002079","Jobcentre Plus","Car","0.8"
"2009","S01002079","Cash Machine","Car","0.2"
"2007","S01002079","Jobcentre Plus","Car","1.8"
"2009","S01002079","Library","Car","0.9"
"2007","S01002079","Library","Car","2.3"
"2007","S01002079","Chemists And Pharmacies","Car","1.2"
"2007","S01002079","Nursery","Car","0.7"
"2007","S01002079","Further Education Establishment","Car","12.7"
"2009","S01002079","Nursery","Car","0.4"
"2003","S01002079","Petrol Station","Car","4.3"
"2007","S01002079","Petrol Station","Car","2.5"
"2009","S01002079","Petrol Station","Car",1
"2012","S01002079","Petrol Station","Car","3.6"
"2006","S01002079","Petrol Station","Car","2.5"
"2009","S01002079","Further Education Establishment","Car","1.4"
"2009","S01002079","Police Station","Car","0.5"
"2007","S01002079","Police Station","Car","1.1"
"2009","S01002079","Post Office","Car","0.5"
"2007","S01002079","Post Office","Car","1.3"
"2006","S01002079","Post Office","Car","1.3"
"2009","S01002079","Bank Or Building Society","Car","0.3"
"2009","S01002079","General Store","Car","0.3"
"2003","S01002079","Post Office","Car","2.5"
"2009","S01002079","Cash Machine","Public Transport","13.9"
"2009","S01002079","Citizens Advice Bureau","Public Transport","27.9"
"2009","S01002079","Chemists And Pharmacies","Public Transport","9.3"
"2009","S01002079","Further Education Establishment","Public Transport","10.9"
"2009","S01002079","General Store","Public Transport","3.5"
"2006","S01002079","GP","Public Transport","4.8"
"2012","S01002079","GP","Public Transport",5
"2009","S01002079","GP","Public Transport","5.9"
"2009","S01002079","Higher Education Establishment","Public Transport","8.9"
"2009","S01002079","Jobcentre Plus","Public Transport","6.9"
"2009","S01002079","Library","Public Transport","5.9"
"2009","S01002079","Nursery","Public Transport","4.3"
"2009","S01002079","Police Station","Public Transport","4.9"
"2012","S01002079","Post Office","Public Transport","5.9"
"2009","S01002079","Post Office","Public Transport","5.7"
"2006","S01002079","Post Office","Public Transport","5.1"
"2012","S01002079","Shopping Facilities","Public Transport","6.5"
"2009","S01002079","Shopping Facilities","Public Transport","5.5"
"2006","S01002079","Shopping Facilities","Public Transport","1.3"
"2009","S01002079","Banks And Building Societies","Public Transport","3.6"
"2007","S01002080","General Store","Car","0.9"
"2012","S01002080","Post Office","Car","2.3"
"2006","S01002080","Primary School","Car","1.4"
"2007","S01002080","Primary School","Car","1.7"
"2009","S01002080","Primary School","Car","0.6"
"2012","S01002080","Primary School","Car","3.4"
"2003","S01002080","Primary School","Car","1.9"
"2012","S01002080","Secondary School","Car","4.1"
"2007","S01002080","Secondary School","Car","2.2"
"2006","S01002080","Secondary School","Car","2.3"
"2009","S01002080","Secondary School","Car","0.7"
"2007","S01002080","Bank Or Building Society","Car","2.8"
"2012","S01002080","Shopping Facilities","Car","3.9"
"2003","S01002080","GP","Car","1.1"
"2007","S01002080","Citizens Advice Bureau","Car",3
"2007","S01002080","Shopping Facilities","Car","2.6"
"2006","S01002080","Shopping Facilities","Car","2.6"
"2009","S01002080","Shopping Facilities","Car","1.2"
"2003","S01002080","Supermarket","Car","2.7"
"2006","S01002080","GP","Car",1
"2012","S01002080","GP","Car","3.4"
"2007","S01002080","GP","Car",1
"2009","S01002080","Citizens Advice Bureau","Car","1.3"
"2007","S01002080","Cash Machine","Car",1
"2009","S01002080","GP","Car","0.4"
"2007","S01002080","Higher Education Establishment","Car","11.4"
"2009","S01002080","Chemists And Pharmacies","Car","0.4"
"2009","S01002080","Higher Education Establishment","Car","3.2"
"2009","S01002080","Jobcentre Plus","Car","3.1"
"2009","S01002080","Cash Machine","Car","0.4"
"2007","S01002080","Jobcentre Plus","Car","9.9"
"2009","S01002080","Library","Car","1.3"
"2007","S01002080","Library","Car",3
"2007","S01002080","Chemists And Pharmacies","Car",1
"2007","S01002080","Nursery","Car","1.4"
"2007","S01002080","Further Education Establishment","Car","3.9"
"2009","S01002080","Nursery","Car","0.6"
"2003","S01002080","Petrol Station","Car","3.3"
"2007","S01002080","Petrol Station","Car","2.8"
"2009","S01002080","Petrol Station","Car",1
"2012","S01002080","Petrol Station","Car","3.9"
"2006","S01002080","Petrol Station","Car","2.8"
"2009","S01002080","Further Education Establishment","Car","1.4"
"2009","S01002080","Police Station","Car","1.3"
"2007","S01002080","Police Station","Car","3.1"
"2009","S01002080","Post Office","Car","0.4"
"2007","S01002080","Post Office","Car",1
"2006","S01002080","Post Office","Car",1
"2009","S01002080","Bank Or Building Society","Car","1.2"
"2009","S01002080","General Store","Car","0.3"
"2003","S01002080","Post Office","Car","1.4"
"2009","S01002080","Cash Machine","Public Transport","22.2"
"2009","S01002080","Citizens Advice Bureau","Public Transport","34.7"
"2009","S01002080","Chemists And Pharmacies","Public Transport","8.8"
"2009","S01002080","Further Education Establishment","Public Transport","9.7"
"2009","S01002080","General Store","Public Transport",4
"2006","S01002080","GP","Public Transport","4.6"
"2012","S01002080","GP","Public Transport",4
"2009","S01002080","GP","Public Transport","4.3"
"2009","S01002080","Higher Education Establishment","Public Transport","19.8"
"2009","S01002080","Jobcentre Plus","Public Transport","16.4"
"2009","S01002080","Library","Public Transport","8.2"
"2009","S01002080","Nursery","Public Transport","5.7"
"2009","S01002080","Police Station","Public Transport","8.3"
"2012","S01002080","Post Office","Public Transport","4.2"
"2009","S01002080","Post Office","Public Transport","4.2"
"2006","S01002080","Post Office","Public Transport","3.9"
"2012","S01002080","Shopping Facilities","Public Transport","8.9"
"2009","S01002080","Shopping Facilities","Public Transport","7.8"
"2006","S01002080","Shopping Facilities","Public Transport","10.6"
"2009","S01002080","Banks And Building Societies","Public Transport",8
"2007","S01002081","General Store","Car",1
"2012","S01002081","Post Office","Car","1.7"
"2006","S01002081","Primary School","Car","1.6"
"2007","S01002081","Primary School","Car","1.6"
"2009","S01002081","Primary School","Car","0.5"
"2012","S01002081","Primary School","Car","2.9"
"2003","S01002081","Primary School","Car","2.6"
"2012","S01002081","Secondary School","Car","4.4"
"2007","S01002081","Secondary School","Car","3.1"
"2006","S01002081","Secondary School","Car","3.2"
"2009","S01002081","Secondary School","Car",1
"2007","S01002081","Bank Or Building Society","Car",1
"2012","S01002081","Shopping Facilities","Car","2.7"
"2003","S01002081","GP","Car","3.2"
"2007","S01002081","Citizens Advice Bureau","Car","1.9"
"2007","S01002081","Shopping Facilities","Car","0.4"
"2006","S01002081","Shopping Facilities","Car","0.4"
"2009","S01002081","Shopping Facilities","Car","0.3"
"2003","S01002081","Supermarket","Car","1.6"
"2006","S01002081","GP","Car","1.9"
"2012","S01002081","GP","Car","4.1"
"2007","S01002081","GP","Car","1.9"
"2009","S01002081","Citizens Advice Bureau","Car","0.8"
"2007","S01002081","Cash Machine","Car","0.5"
"2009","S01002081","GP","Car","0.7"
"2007","S01002081","Higher Education Establishment","Car","2.2"
"2009","S01002081","Chemists And Pharmacies","Car","0.2"
"2009","S01002081","Higher Education Establishment","Car","0.9"
"2009","S01002081","Jobcentre Plus","Car","1.1"
"2009","S01002081","Cash Machine","Car","0.3"
"2007","S01002081","Jobcentre Plus","Car","2.4"
"2009","S01002081","Library","Car","0.8"
"2007","S01002081","Library","Car","1.9"
"2007","S01002081","Chemists And Pharmacies","Car","0.6"
"2007","S01002081","Nursery","Car","0.8"
"2007","S01002081","Further Education Establishment","Car","12.4"
"2009","S01002081","Nursery","Car","0.6"
"2003","S01002081","Petrol Station","Car","2.8"
"2007","S01002081","Petrol Station","Car",2
"2009","S01002081","Petrol Station","Car","0.7"
"2012","S01002081","Petrol Station","Car","2.7"
"2006","S01002081","Petrol Station","Car",2
"2009","S01002081","Further Education Establishment","Car","1.1"
"2009","S01002081","Police Station","Car","0.4"
"2007","S01002081","Police Station","Car","0.9"
"2009","S01002081","Post Office","Car","0.3"
"2007","S01002081","Post Office","Car","0.7"
"2006","S01002081","Post Office","Car","0.7"
"2009","S01002081","Bank Or Building Society","Car","0.4"
"2009","S01002081","General Store","Car","0.4"
"2003","S01002081","Post Office","Car","1.6"
"2009","S01002081","Cash Machine","Public Transport","13.4"
"2009","S01002081","Citizens Advice Bureau","Public Transport","27.8"
"2009","S01002081","Chemists And Pharmacies","Public Transport","6.7"
"2009","S01002081","Further Education Establishment","Public Transport","9.1"
"2009","S01002081","General Store","Public Transport","4.2"
"2006","S01002081","GP","Public Transport","7.2"
"2012","S01002081","GP","Public Transport","6.5"
"2009","S01002081","GP","Public Transport","6.1"
"2009","S01002081","Higher Education Establishment","Public Transport","9.3"
"2009","S01002081","Jobcentre Plus","Public Transport","9.5"
"2009","S01002081","Library","Public Transport","7.1"
"2009","S01002081","Nursery","Public Transport","5.8"
"2009","S01002081","Police Station","Public Transport","4.3"
"2012","S01002081","Post Office","Public Transport","3.2"
"2009","S01002081","Post Office","Public Transport","3.3"
"2006","S01002081","Post Office","Public Transport","2.6"
"2012","S01002081","Shopping Facilities","Public Transport","3.5"
"2009","S01002081","Shopping Facilities","Public Transport","3.2"
"2006","S01002081","Shopping Facilities","Public Transport","1.3"
"2009","S01002081","Banks And Building Societies","Public Transport","4.2"
"2007","S01002082","General Store","Car","2.4"
"2012","S01002082","Post Office","Car","3.5"
"2006","S01002082","Primary School","Car","1.5"
"2007","S01002082","Primary School","Car","1.4"
"2009","S01002082","Primary School","Car","0.6"
"2012","S01002082","Primary School","Car","2.3"
"2003","S01002082","Primary School","Car","2.3"
"2012","S01002082","Secondary School","Car","3.7"
"2007","S01002082","Secondary School","Car","2.3"
"2006","S01002082","Secondary School","Car","2.4"
"2009","S01002082","Secondary School","Car","0.8"
"2007","S01002082","Bank Or Building Society","Car",1
"2012","S01002082","Shopping Facilities","Car","1.9"
"2003","S01002082","GP","Car","2.8"
"2007","S01002082","Citizens Advice Bureau","Car","3.2"
"2007","S01002082","Shopping Facilities","Car","0.5"
"2006","S01002082","Shopping Facilities","Car","0.4"
"2009","S01002082","Shopping Facilities","Car","0.8"
"2003","S01002082","Supermarket","Car","1.9"
"2006","S01002082","GP","Car","2.1"
"2012","S01002082","GP","Car","4.1"
"2007","S01002082","GP","Car","2.1"
"2009","S01002082","Citizens Advice Bureau","Car","1.3"
"2007","S01002082","Cash Machine","Car",1
"2009","S01002082","GP","Car","0.8"
"2007","S01002082","Higher Education Establishment","Car","3.9"
"2009","S01002082","Chemists And Pharmacies","Car","0.4"
"2009","S01002082","Higher Education Establishment","Car","1.5"
"2009","S01002082","Jobcentre Plus","Car","1.7"
"2009","S01002082","Cash Machine","Car","0.3"
"2007","S01002082","Jobcentre Plus","Car","4.4"
"2009","S01002082","Library","Car","1.3"
"2007","S01002082","Library","Car","3.2"
"2007","S01002082","Chemists And Pharmacies","Car",1
"2007","S01002082","Nursery","Car","0.9"
"2007","S01002082","Further Education Establishment","Car","12.6"
"2009","S01002082","Nursery","Car","0.5"
"2003","S01002082","Petrol Station","Car","4.2"
"2007","S01002082","Petrol Station","Car","2.6"
"2009","S01002082","Petrol Station","Car",1
"2012","S01002082","Petrol Station","Car","3.4"
"2006","S01002082","Petrol Station","Car","2.5"
"2009","S01002082","Further Education Establishment","Car","0.8"
"2009","S01002082","Police Station","Car",1
"2007","S01002082","Police Station","Car","2.8"
"2009","S01002082","Post Office","Car","0.9"
"2007","S01002082","Post Office","Car","2.4"
"2006","S01002082","Post Office","Car","2.4"
"2009","S01002082","Bank Or Building Society","Car","0.4"
"2009","S01002082","General Store","Car","0.9"
"2003","S01002082","Post Office","Car",3
"2009","S01002082","Cash Machine","Public Transport","14.9"
"2009","S01002082","Citizens Advice Bureau","Public Transport","32.5"
"2009","S01002082","Chemists And Pharmacies","Public Transport","8.5"
"2009","S01002082","Further Education Establishment","Public Transport","10.3"
"2009","S01002082","General Store","Public Transport","7.6"
"2006","S01002082","GP","Public Transport","10.1"
"2012","S01002082","GP","Public Transport","9.5"
"2009","S01002082","GP","Public Transport","7.4"
"2009","S01002082","Higher Education Establishment","Public Transport","12.1"
"2009","S01002082","Jobcentre Plus","Public Transport","13.9"
"2009","S01002082","Library","Public Transport","12.5"
"2009","S01002082","Nursery","Public Transport","5.5"
"2009","S01002082","Police Station","Public Transport","8.8"
"2012","S01002082","Post Office","Public Transport","7.9"
"2009","S01002082","Post Office","Public Transport",8
"2006","S01002082","Post Office","Public Transport","9.3"
"2012","S01002082","Shopping Facilities","Public Transport","3.9"
"2009","S01002082","Shopping Facilities","Public Transport","6.1"
"2006","S01002082","Shopping Facilities","Public Transport","1.6"
"2009","S01002082","Banks And Building Societies","Public Transport","4.3"
"2007","S01002083","General Store","Car","1.6"
"2012","S01002083","Post Office","Car","2.7"
"2006","S01002083","Primary School","Car","2.1"
"2007","S01002083","Primary School","Car",2
"2009","S01002083","Primary School","Car","0.8"
"2012","S01002083","Primary School","Car","4.2"
"2003","S01002083","Primary School","Car","2.9"
"2012","S01002083","Secondary School","Car","5.5"
"2007","S01002083","Secondary School","Car","4.2"
"2006","S01002083","Secondary School","Car","4.2"
"2009","S01002083","Secondary School","Car","1.5"
"2007","S01002083","Bank Or Building Society","Car",3
"2012","S01002083","Shopping Facilities","Car","4.1"
"2003","S01002083","GP","Car","2.7"
"2007","S01002083","Citizens Advice Bureau","Car","3.2"
"2007","S01002083","Shopping Facilities","Car","2.1"
"2006","S01002083","Shopping Facilities","Car","2.2"
"2009","S01002083","Shopping Facilities","Car","0.9"
"2003","S01002083","Supermarket","Car","3.2"
"2006","S01002083","GP","Car","2.4"
"2012","S01002083","GP","Car","4.7"
"2007","S01002083","GP","Car","2.5"
"2009","S01002083","Citizens Advice Bureau","Car","1.4"
"2007","S01002083","Cash Machine","Car","1.6"
"2009","S01002083","GP","Car","0.9"
"2007","S01002083","Higher Education Establishment","Car","12.9"
